CUDMIRRAH LPO,NSW,-35.205582,150.550411
SUSSEX INLET LPO,NSW,-35.085105,150.531612
NOWRA NAVAL LPO,NSW,-34.943598,150.548423
JERVIS BAY LPO,ACT,-35.129878,150.707521
HUSKISSON LPO,NSW,-35.03885,150.670943
VINCENTIA LPO,NSW,-35.069537,150.675178
EROWAL BAY LPO,NSW,-35.112035,150.665252
NOWRA EAST LPO,NSW,-34.888371,150.610072
NOWRA NORTH LPO,NSW,-34.860731,150.591467
BODALLA LPO,NSW,-36.148482,149.705058
NAROOMA DELIVERY,NSW,-36.355798,150.07685
BERMAGUI SOUTH LPO,NSW,-36.422732,150.06439
MERIMBULA DELIVERY,NSW,-36.8788,149.917402
BEGA DELIVERY,NSW,-36.63575,149.857154
BEMBOKA LPO,NSW,-36.629917,149.572964
CANDELO LPO,NSW,-36.767311,149.695188
COBARGO LPO,NSW,-36.38761,149.887772
WYNDHAM LPO,NSW,-36.873821,149.652802
QUAAMA LPO,NSW,-36.464379,149.87009
WOLUMLA LPO,NSW,-36.821939,149.750881
TATHRA LPO,NSW,-36.729728,149.985917
EDEN LPO,NSW,-37.10475,149.879014
MINTO DC,NSW,-34.037882,150.814153
CAMPBELLTOWN NORTH LPO,NSW,-34.06584,150.82489
GLENQUARIE LPO,NSW,-33.986032,150.89171
BOWRAL DC,NSW,-34.409517,150.523957
HILLTOP LPO,NSW,-34.356278,150.494373
BURRAWANG LPO,NSW,-34.593302,150.518264
BUNDANOON LPO,NSW,-34.632598,150.321575
MARULAN LPO,NSW,-34.562935,149.987083
EXETER LPO,NSW,-34.613161,150.317392
WINGELLO LPO,NSW,-34.670072,150.228512
GOULBURN DC,NSW,-34.439785,149.961474
GOULBURN NORTH LPO,NSW,-34.747561,149.748917
TARALGA,NSW,-34.405567,149.818683
GUNNING LPO,NSW,-34.917864,149.24271
YASS DELIVERY,NSW,-34.745475,148.956495
CROOKWELL LPO,NSW,-34.084776,149.151361
BINALONG LPO,NSW,-34.670932,148.628209
GALONG LPO,NSW,-34.601586,148.556895
BOOROWA LPO,NSW,-34.438598,148.716326
HARDEN LPO,NSW,-34.547823,148.370154
WALLENDBEEN LPO,NSW,-34.524319,148.16016
BETHUNGRA LPO,NSW,-34.762894,147.852565
COOTAMUNDRA DELIVERY,NSW,-34.639089,148.024671
ILLABO LPO,NSW,-34.814798,147.740662
YOUNG DELIVERY,NSW,-34.425659,148.065745
CANBERRA SOUTH DC,ACT,-35.314348,149.137033
CANBERRA GPO DC,ACT,-35.282087,149.108716
CANBERRA GPO,ACT,-35.302425,149.114587
MITCHELL DC,ACT,-35.262153,149.145893
PHILLIP DC,ACT,-35.32454,149.075667
CIVIC SQUARE,ACT,-35.282868,149.129372
FYSHWICK BC,ACT,-35.303411,149.194007
BELCONNEN DC,ACT,-35.257964,149.075648
KIPPAX LPO,ACT,-35.221958,149.020133
BELCONNEN,ACT,-35.248442,149.070336
HALL,ACT,-35.522639,149.08098
QUEANBEYAN DC,NSW,-35.384458,149.199053
BUNGENDORE,NSW,-35.805448,149.42833
PERISHER VALLEY LPO,NSW,-36.180818,148.441281
THREDBO VILLAGE LPO,NSW,-36.50661,148.301005
BREDBO CPA,NSW,-35.959129,149.150191
COOMA DELIVERY,NSW,-35.861268,149.13088
JINDABYNE PO,NSW,-36.441153,148.511421
BERRIDALE LPO,NSW,-33.796292,151.272681
ADAMINABY LPO,NSW,-35.997349,148.769744
NIMMITABEL LPO,NSW,-36.739931,149.261211
BOMBALA LPO,NSW,-36.815805,149.283408
DELEGATE LPO,NSW,-36.933875,148.826148
LAVINGTON DC,NSW,-36.082137,146.910174
BROCKLESBY LPO,NSW,-35.822589,146.680117
BURRUMBUTTOCK LPO,NSW,-35.835429,146.802861
KHANCOBAN LPO,NSW,-36.389084,148.182153
JINDERA LPO,NSW,-35.950071,146.885946
JINGELLIC LPO,NSW,-35.92561,147.69994
RAND LPO,NSW,-35.593047,146.577718
WALBUNDRIE LPO,NSW,-35.690162,146.72127
YERONG CREEK LPO,NSW,-35.387447,147.061231
HOWLONG LPO,NSW,-35.958568,146.60586
HOLBROOK LPO,NSW,-35.735984,147.699528
URANA LPO,NSW,-35.129938,146.125254
COROWA DELIVERY,NSW,-35.845724,146.518358
MULWALA LPO,NSW,-35.954159,145.963942
WENTWORTH LPO,NSW,-34.152621,142.090252
BATLOW LPO,NSW,-35.60039,148.0931
WAGGA WAGGA DC,NSW,-35.161474,147.512382
JUNEE DELIVERY,NSW,-34.039439,146.030172
BOREE CREEK LPO,NSW,-35.106183,146.61426
GALORE,NSW,-35.006426,146.893574
GOOLGOWI LPO,NSW,-33.983547,145.708082
GRONG GRONG,NSW,-34.73818,146.781265
GUMLY GUMLY,NSW,-35.123768,147.421169
HUMULA LPO,NSW,-35.483054,147.764179
LADYSMITH LPO,NSW,-35.207801,147.513984
